voteratio,NtoA_ratio,NtoB_ratio,AtoB_ratio,BtoA_ratio,A得票率,B得票率,逆転,投票率
42.53,16.07,83.93,8.84,1.01,49.78,50.22,1,71.26
50.0,23.72,76.28,1.3,3.53,54.67,45.33,0,75.0
58.45,17.26,82.74,1.18,3.42,50.67,49.33,0,79.22
53.57,21.23,78.77,8.95,1.4,49.18,50.82,1,76.78
42.43,22.52,77.48,3.82,4.0,54.82,45.18,0,71.21
58.68,15.46,84.54,1.24,0.35,49.35,50.65,1,79.34
53.93,22.3,77.7,3.77,1.42,51.85,48.15,0,76.97
42.48,17.76,82.24,7.27,1.07,51.08,48.92,0,71.24
45.6,22.16,77.84,3.15,1.37,53.79,46.21,0,72.8
42.24,18.42,81.58,8.68,4.55,51.37,48.63,0,71.12
57.02,15.45,84.55,5.46,0.25,47.81,52.19,1,78.51
54.1,23.14,76.86,9.22,1.3,49.61,50.39,1,77.05
56.22,20.7,79.3,2.37,4.53,52.07,47.93,0,78.11
50.31,15.97,84.03,3.18,3.98,51.23,48.77,0,75.16
54.61,21.86,78.14,5.91,4.24,51.14,48.86,0,77.3
43.64,21.48,78.52,0.26,1.49,55.44,44.56,0,71.82
53.55,15.42,84.58,2.72,4.41,50.59,49.41,0,76.78
43.22,19.43,80.57,2.91,3.07,53.96,46.04,0,71.61
58.27,20.78,79.22,7.59,0.19,48.56,51.44,1,79.13
53.1,17.76,82.24,6.52,1.59,49.21,50.79,1,76.55
58.92,21.78,78.22,0.18,3.6,52.72,47.28,0,79.46
51.91,19.82,80.18,7.56,1.86,49.74,50.26,1,75.95
57.3,19.68,80.32,1.91,4.18,51.62,48.38,0,78.65
41.96,17.6,82.4,4.5,4.3,53.21,46.79,0,70.98
58.11,24.74,75.26,4.98,4.01,51.93,48.07,0,79.05
56.84,19.7,80.3,0.9,1.89,51.73,48.27,0,78.42
57.62,15.49,84.51,2.91,1.06,48.99,51.01,1,78.81
55.16,20.27,79.73,5.05,1.6,50.35,49.65,0,77.58
45.26,22.48,77.52,9.94,3.37,51.1,48.9,0,72.63
54.98,15.1,84.9,2.56,3.83,50.11,49.89,0,77.49
58.16,24.45,75.55,5.18,2.74,51.48,48.52,0,79.08
49.35,15.01,84.99,1.8,3.64,51.72,48.28,0,74.67
45.59,20.64,79.36,2.45,2.13,53.8,46.2,0,72.79
47.56,20.17,79.83,4.9,3.81,52.39,47.61,0,73.78
56.74,19.91,80.09,6.87,1.08,49.0,51.0,1,78.37
55.44,18.63,81.37,9.23,1.54,47.82,52.18,1,77.72
56.64,19.46,80.54,4.92,4.22,50.33,49.67,0,78.32
41.71,19.13,80.87,2.27,2.39,54.41,45.59,0,70.86
42.22,15.48,84.52,1.18,0.46,53.33,46.67,0,71.11
59.23,20.25,79.75,2.22,1.62,50.82,49.18,0,79.62
41.46,23.17,76.83,7.85,0.93,52.59,47.41,0,70.73
43.06,18.72,81.28,6.29,4.1,52.35,47.65,0,71.53
47.41,20.47,79.53,4.97,1.58,52.03,47.97,0,73.7
52.78,17.48,82.52,1.28,2.03,51.67,48.33,0,76.39
47.23,23.93,76.07,3.08,0.72,53.91,46.09,0,73.61
52.3,17.71,82.29,8.25,4.71,49.18,50.82,1,76.15
50.48,20.41,79.59,3.11,3.23,52.56,47.44,0,75.24
51.5,17.85,82.15,5.19,4.72,50.81,49.19,0,75.75
59.26,20.72,79.28,0.63,4.76,52.28,47.72,0,79.63
45.87,15.46,84.54,8.3,4.07,49.7,50.3,1,72.93
50.09,15.06,84.94,0.71,2.99,51.93,48.07,0,75.05
59.83,24.53,75.47,8.95,1.04,49.25,50.75,1,79.92
59.6,20.43,79.57,3.92,0.25,49.82,50.18,1,79.8
48.77,15.7,84.3,4.08,1.27,50.53,49.47,0,74.39
50.18,16.1,83.9,7.3,0.89,48.76,51.24,1,75.09
42.76,17.26,82.74,2.79,4.57,53.8,46.2,0,71.38
40.75,17.53,82.47,2.88,3.29,54.08,45.92,0,70.37
49.39,22.32,77.68,4.8,1.97,52.38,47.62,0,74.7
58.06,15.99,84.01,3.34,3.24,49.29,50.71,1,79.03
48.44,17.95,82.05,6.03,2.23,50.62,49.38,0,74.22
59.75,18.03,81.97,1.52,1.52,50.18,49.82,0,79.87
42.07,22.84,77.16,7.52,3.77,53.13,46.87,0,71.03
45.88,17.8,82.2,1.95,0.96,52.85,47.15,0,72.94
50.06,24.9,75.1,3.31,4.36,54.28,45.72,0,75.03
56.21,20.96,79.04,8.51,4.89,49.48,50.52,1,78.11
41.74,18.81,81.19,4.09,3.34,53.61,46.39,0,70.87
45.13,22.37,77.63,0.34,2.22,55.49,44.51,0,72.56
48.17,22.26,77.74,3.85,1.39,52.94,47.06,0,74.09
49.64,22.61,77.39,4.56,2.76,52.7,47.3,0,74.82
53.54,19.95,80.05,1.63,1.91,52.17,47.83,0,76.77
57.95,24.19,75.81,9.87,2.18,49.23,50.77,1,78.98
54.1,19.49,80.51,5.23,3.36,50.54,49.46,0,77.05
58.51,19.75,80.25,2.69,3.5,50.93,49.07,0,79.26
49.94,20.2,79.8,7.0,2.96,50.74,49.26,0,74.97
51.41,16.0,84.0,7.42,2.5,48.73,51.27,1,75.71
56.43,22.71,77.29,3.38,0.38,51.5,48.5,0,78.22
50.43,19.35,80.65,5.52,2.3,50.91,49.09,0,75.22
53.79,20.05,79.95,5.81,4.53,50.77,49.23,0,76.89
57.18,17.67,82.33,8.73,1.31,47.33,52.67,1,78.59
44.93,17.97,82.03,5.64,3.76,51.92,48.08,0,72.47
53.2,15.62,84.38,8.6,0.46,47.27,52.73,1,76.6
58.54,18.87,81.13,4.5,4.52,49.99,50.01,1,79.27
52.77,15.93,84.07,8.44,4.32,48.3,51.7,1,76.38
51.12,23.28,76.72,3.97,4.53,53.26,46.74,0,75.56
44.89,15.99,84.01,7.7,1.56,49.87,50.13,1,72.45
43.14,19.15,80.85,7.0,2.36,51.75,48.25,0,71.57
58.41,15.5,84.5,9.09,1.91,46.25,53.75,1,79.2
46.29,20.38,79.62,4.71,0.63,52.18,47.82,0,73.15
59.12,23.95,76.05,4.7,2.34,51.26,48.74,0,79.56
50.16,22.04,77.96,6.17,3.74,51.85,48.15,0,75.08
41.53,21.82,78.18,7.69,2.4,52.57,47.43,0,70.77
45.56,22.29,77.71,9.88,0.67,50.45,49.55,0,72.78
40.23,15.08,84.92,0.19,2.65,54.72,45.28,0,70.12
56.19,22.73,77.27,2.0,3.06,52.69,47.31,0,78.09
57.22,16.68,83.32,1.56,4.98,50.85,49.15,0,78.61
50.24,20.07,79.93,9.46,2.68,49.43,50.57,1,75.12
56.19,16.71,83.29,8.94,1.41,47.09,52.91,1,78.09
41.43,22.23,77.77,3.48,3.75,55.08,44.92,0,70.71
54.97,16.0,84.0,1.85,0.93,50.19,49.81,0,77.48
55.64,18.88,81.12,3.67,0.86,50.24,49.76,0,77.82
41.24,20.87,79.13,2.37,3.97,55.32,44.68,0,70.62
42.5,23.76,76.24,7.89,0.56,52.45,47.55,0,71.25
47.82,21.44,78.56,0.7,2.23,54.41,45.59,0,73.91
56.94,23.45,76.55,0.41,4.01,53.69,46.31,0,78.47
50.36,21.22,78.78,6.03,1.61,51.17,48.83,0,75.18
46.44,16.12,83.88,7.48,1.44,49.64,50.36,1,73.22
40.66,17.25,82.75,8.41,2.03,51.0,49.0,0,70.33
51.19,23.13,76.87,6.93,3.45,51.61,48.39,0,75.59
50.09,19.75,80.25,2.73,1.16,52.19,47.81,0,75.05
55.14,19.26,80.74,6.23,2.96,49.73,50.27,1,77.57
44.58,23.94,76.06,7.84,1.84,52.39,47.61,0,72.29
58.98,22.17,77.83,3.64,1.44,50.93,49.07,0,79.49
40.27,24.11,75.89,7.21,0.7,53.38,46.62,0,70.14
46.49,18.99,81.01,7.71,3.54,50.85,49.15,0,73.24
49.16,20.84,79.16,3.4,1.84,52.57,47.43,0,74.58
57.27,24.06,75.94,9.91,0.2,48.9,51.1,1,78.64
55.0,16.01,83.99,5.62,3.71,49.02,50.98,1,77.5
55.28,19.33,80.67,4.55,0.37,49.98,50.02,1,77.64
40.3,23.76,76.24,3.43,2.07,55.45,44.55,0,70.15
50.7,19.82,80.18,8.64,3.47,49.8,50.2,1,75.35
57.75,17.26,82.74,0.73,1.77,50.7,49.3,0,78.87
47.31,16.48,83.52,8.74,2.78,49.23,50.77,1,73.66
59.82,18.78,81.22,6.59,2.94,48.49,51.51,1,79.91
40.06,17.18,82.82,1.3,3.81,55.06,44.94,0,70.03
46.56,20.3,79.7,0.32,0.91,54.24,45.76,0,73.28
49.41,17.38,82.62,9.4,0.34,48.26,51.74,1,74.7
49.54,15.58,84.42,9.39,4.4,48.46,51.54,1,74.77
44.59,19.38,80.62,7.91,0.57,50.68,49.32,0,72.29
40.1,22.22,77.78,2.38,0.78,55.3,44.7,0,70.05
47.41,22.9,77.1,0.63,4.13,55.39,44.61,0,73.7
46.97,22.3,77.7,0.66,1.47,54.74,45.26,0,73.49
49.54,23.07,76.93,9.96,3.9,50.57,49.43,0,74.77
59.81,22.88,77.12,6.44,3.18,50.14,49.86,0,79.9
43.18,19.81,80.19,1.81,1.95,54.39,45.61,0,71.59
48.69,20.95,79.05,3.9,1.87,52.48,47.52,0,74.35
41.83,22.96,77.04,2.75,2.6,55.32,44.68,0,70.92
48.52,24.22,75.78,5.59,2.84,52.99,47.01,0,74.26
48.41,22.18,77.82,1.45,4.0,54.53,45.47,0,74.2
58.86,15.25,84.75,2.44,4.09,49.41,50.59,1,79.43
53.9,15.03,84.97,7.62,2.38,47.75,52.25,1,76.95
55.3,16.36,83.64,6.29,1.34,48.32,51.68,1,77.65
43.28,23.89,76.11,7.09,1.08,52.84,47.16,0,71.64
50.2,18.06,81.94,6.42,1.76,50.0,50.0,0,75.1
45.66,15.75,84.25,6.91,0.88,49.86,50.14,1,72.83
57.4,22.78,77.22,8.79,2.68,49.38,50.62,1,78.7
58.0,20.38,79.62,1.14,0.36,51.35,48.65,0,79.0
49.92,18.48,81.52,7.61,4.8,50.25,49.75,0,74.96
45.23,15.96,84.04,7.67,0.87,49.65,50.35,1,72.62
50.23,19.06,80.94,2.97,3.09,52.2,47.8,0,75.11
42.52,19.81,80.19,3.19,3.03,54.1,45.9,0,71.26
41.38,23.99,76.01,5.39,1.8,54.25,45.75,0,70.69
53.45,19.12,80.88,1.18,3.25,52.38,47.62,0,76.73
49.47,23.34,76.66,5.59,1.37,52.22,47.78,0,74.73
55.61,21.39,78.61,3.98,0.52,50.94,49.06,0,77.81
50.52,17.74,82.26,7.41,0.27,49.07,50.93,1,75.26
48.89,22.91,77.09,3.29,1.88,53.37,46.63,0,74.44
49.58,22.95,77.05,8.44,4.45,51.35,48.65,0,74.79
43.6,21.64,78.36,5.61,4.18,53.46,46.54,0,71.8
55.79,15.55,84.45,9.15,2.24,46.82,53.18,1,77.9
48.65,21.98,78.02,2.04,2.69,53.87,46.13,0,74.32
51.71,18.67,81.33,9.23,0.24,48.29,51.71,1,75.85
54.34,24.73,75.27,2.93,4.0,53.51,46.49,0,77.17
41.35,16.21,83.79,3.3,2.18,53.09,46.91,0,70.68
43.82,17.8,82.2,4.13,4.73,53.07,46.93,0,71.91
59.79,23.67,76.33,0.1,3.1,53.2,46.8,0,79.9
50.5,22.7,77.3,4.47,3.97,52.84,47.16,0,75.25
48.47,16.44,83.56,2.72,3.93,52.03,47.97,0,74.23
50.81,15.06,84.94,6.63,4.51,49.31,50.69,1,75.4
42.44,18.32,81.68,6.14,4.66,52.56,47.44,0,71.22
52.1,21.99,78.01,1.96,4.92,53.62,46.38,0,76.05
56.73,20.56,79.44,6.28,0.6,49.42,50.58,1,78.36
55.24,19.77,80.23,7.82,1.6,48.91,51.09,1,77.62
52.65,18.03,81.97,8.67,1.75,48.45,51.55,1,76.32
55.0,20.34,79.66,8.19,1.93,49.05,50.95,1,77.5
49.67,18.06,81.94,4.82,2.31,50.97,49.03,0,74.84
58.53,18.11,81.89,8.33,4.05,47.93,52.07,1,79.26
49.15,21.1,78.9,5.92,4.58,52.03,47.97,0,74.58
47.39,22.19,77.81,7.3,4.01,51.98,48.02,0,73.69
42.69,21.59,78.41,8.55,4.33,52.23,47.77,0,71.35
58.98,23.9,76.1,1.49,1.23,52.47,47.53,0,79.49
41.5,22.15,77.85,4.5,2.09,54.18,45.82,0,70.75
42.39,19.78,80.22,7.68,1.05,51.49,48.51,0,71.19
53.44,18.24,81.76,4.11,4.68,51.01,48.99,0,76.72
51.72,19.8,80.2,6.18,3.68,50.76,49.24,0,75.86
57.23,20.62,79.38,1.98,3.39,51.79,48.21,0,78.62
41.62,24.8,75.2,4.46,1.56,54.84,45.16,0,70.81
48.55,20.65,79.35,3.75,3.27,52.76,47.24,0,74.28
46.42,22.02,77.98,8.85,2.35,51.04,48.96,0,73.21
50.55,22.48,77.52,3.93,2.23,52.66,47.34,0,75.28
45.24,21.52,78.48,2.24,4.69,54.79,45.21,0,72.62
41.9,16.71,83.29,3.97,1.89,52.71,47.29,0,70.95
43.18,22.02,77.98,8.53,3.65,52.13,47.87,0,71.59
45.91,23.47,76.53,9.99,1.72,50.92,49.08,0,72.96
52.29,17.35,82.65,6.95,2.31,49.18,50.82,1,76.14
50.42,22.61,77.39,7.58,4.32,51.45,48.55,0,75.21
59.3,18.2,81.8,4.58,1.62,49.01,50.99,1,79.65
59.35,23.82,76.18,1.13,0.37,52.37,47.63,0,79.68
48.35,21.49,78.51,9.22,2.99,50.44,49.56,0,74.18
45.53,17.38,82.62,9.37,4.27,49.91,50.09,1,72.77
49.4,17.62,82.38,6.21,2.74,50.32,49.68,0,74.7
43.1,17.21,82.79,1.22,0.44,53.59,46.41,0,71.55
40.36,18.94,81.06,3.48,1.7,53.95,46.05,0,70.18
40.61,18.46,81.54,5.4,2.27,52.91,47.09,0,70.3
53.61,20.81,79.19,8.83,2.83,49.36,50.64,1,76.8
59.56,15.94,84.06,5.78,3.84,48.0,52.0,1,79.78
57.81,23.98,76.02,7.11,1.91,50.35,49.65,0,78.9
56.08,23.88,76.12,4.78,2.22,51.71,48.29,0,78.04
41.44,20.17,79.83,1.06,3.87,55.7,44.3,0,70.72
56.46,17.49,82.51,8.81,2.74,47.63,52.37,1,78.23
58.05,17.5,82.5,8.33,1.05,47.23,52.77,1,79.02
58.58,15.43,84.57,5.58,0.27,47.43,52.57,1,79.29
44.44,18.18,81.82,1.47,2.33,53.83,46.17,0,72.22
46.0,16.66,83.34,0.06,0.35,53.23,46.77,0,73.0
58.81,18.22,81.78,8.0,2.18,47.71,52.29,1,79.41
59.49,19.9,80.1,6.01,0.54,48.77,51.23,1,79.74
48.22,22.2,77.8,5.78,4.25,52.58,47.42,0,74.11
48.73,20.85,79.15,5.96,2.13,51.52,48.48,0,74.37
52.93,20.34,79.66,0.37,0.66,52.77,47.23,0,76.47
43.37,20.99,79.01,4.64,4.78,53.91,46.09,0,71.68
41.64,24.24,75.76,0.55,2.95,56.9,43.1,0,70.82
43.01,19.66,80.34,6.53,3.71,52.44,47.56,0,71.51
41.27,16.28,83.72,6.27,1.21,51.45,48.55,0,70.64
43.43,20.41,79.59,1.53,4.18,55.11,44.89,0,71.71
47.94,17.28,82.72,8.21,1.78,49.39,50.61,1,73.97
47.83,17.29,82.71,7.85,4.6,50.16,49.84,0,73.92
46.94,20.71,79.29,9.63,4.41,50.57,49.43,0,73.47
46.97,15.33,84.67,8.83,1.8,48.69,51.31,1,73.48
41.35,21.79,78.21,5.84,2.11,53.46,46.54,0,70.67
49.03,19.83,80.17,3.55,1.39,52.1,47.9,0,74.52
42.43,19.3,80.7,1.57,3.49,54.86,45.14,0,71.21
46.62,21.42,78.58,9.34,4.84,51.09,48.91,0,73.31
41.24,21.55,78.45,1.51,2.16,55.57,44.43,0,70.62
53.78,20.19,79.81,3.93,0.38,50.87,49.13,0,76.89
56.05,18.08,81.92,1.09,1.71,51.19,48.81,0,78.03
47.18,16.09,83.91,6.9,2.96,50.04,49.96,0,73.59
54.81,23.06,76.94,9.76,1.41,49.24,50.76,1,77.41
44.89,22.96,77.04,0.4,3.66,55.99,44.01,0,72.44
42.16,19.31,80.69,9.75,3.6,50.93,49.07,0,71.08
51.78,21.41,78.59,6.27,1.83,50.89,49.11,0,75.89
52.26,18.63,81.37,6.08,0.24,49.62,50.38,1,76.13
46.97,18.27,81.73,4.48,4.32,52.21,47.79,0,73.49
42.1,23.67,76.33,8.18,1.0,52.45,47.55,0,71.05
58.41,22.24,77.76,6.78,3.84,50.12,49.88,0,79.2
48.78,20.06,79.94,4.81,1.31,51.63,48.37,0,74.39
57.63,17.88,82.12,8.41,3.22,47.82,52.18,1,78.81
42.46,22.66,77.34,4.64,0.68,53.76,46.24,0,71.23
53.7,16.96,83.04,2.82,4.59,51.08,48.92,0,76.85
48.13,22.21,77.79,9.36,3.37,50.73,49.27,0,74.06
56.69,21.32,78.68,8.99,2.01,48.75,51.25,1,78.35
47.14,15.29,84.71,0.46,0.2,52.29,47.71,0,73.57
54.35,21.55,78.45,2.53,3.94,52.56,47.44,0,77.17
50.41,21.15,78.85,0.84,3.03,53.84,46.16,0,75.2
46.11,24.38,75.62,0.18,0.7,55.66,44.34,0,73.06
45.86,21.98,78.02,5.24,0.14,52.42,47.58,0,72.93
40.93,15.78,84.22,0.97,2.64,54.33,45.67,0,70.47
43.52,24.97,75.03,2.28,2.63,55.78,44.22,0,71.76
51.6,17.83,82.17,5.4,2.93,50.33,49.67,0,75.8
57.95,16.78,83.22,4.11,3.96,49.4,50.6,1,78.97
46.13,18.38,81.62,8.31,3.82,50.51,49.49,0,73.06
59.82,18.82,81.18,5.26,4.4,49.36,50.64,1,79.91
49.1,24.86,75.14,0.13,2.88,55.65,44.35,0,74.55
45.96,17.84,82.16,3.13,2.23,52.53,47.47,0,72.98
44.01,23.21,76.79,0.99,2.68,55.78,44.22,0,72.01
59.98,24.4,75.6,8.37,2.56,49.72,50.28,1,79.99
59.26,20.96,79.04,6.57,2.02,49.25,50.75,1,79.63
43.52,17.39,82.61,8.05,0.51,50.23,49.77,0,71.76
40.49,20.24,79.76,3.6,0.02,53.87,46.13,0,70.25
56.91,17.75,82.25,9.22,3.09,47.53,52.47,1,78.46
43.54,24.96,75.04,0.08,1.8,56.67,43.33,0,71.77
59.94,21.18,78.82,2.27,2.35,51.15,48.85,0,79.97
46.65,23.59,76.41,4.28,0.97,53.39,46.61,0,73.32
52.1,23.29,76.71,5.3,2.31,52.02,47.98,0,76.05
44.31,17.65,82.35,9.15,1.77,49.86,50.14,1,72.15
57.69,16.5,83.5,4.77,4.15,49.1,50.9,1,78.85
56.02,18.71,81.29,4.03,1.44,50.05,49.95,0,78.01
44.13,19.51,80.49,1.82,0.69,53.8,46.2,0,72.07
45.15,16.19,83.81,7.32,1.06,49.95,50.05,1,72.58
41.12,18.07,81.93,0.95,4.38,55.33,44.67,0,70.56
59.39,22.18,77.82,9.76,1.78,48.23,51.77,1,79.7
50.73,15.56,84.44,8.45,1.14,47.98,52.02,1,75.37
51.41,18.74,81.26,5.5,2.31,50.51,49.49,0,75.71
45.66,23.54,76.46,1.29,3.34,55.51,44.49,0,72.83
45.85,23.44,76.56,2.04,3.67,55.14,44.86,0,72.92
51.1,22.85,77.15,8.75,0.62,50.12,49.88,0,75.55
51.98,23.09,76.91,4.68,2.44,52.28,47.72,0,75.99
50.27,24.8,75.2,6.18,4.99,53.0,47.0,0,75.13
56.67,19.65,80.35,9.27,3.45,48.31,51.69,1,78.33
51.18,21.65,78.35,3.27,4.13,52.93,47.07,0,75.59
46.45,22.99,77.01,7.42,2.91,52.14,47.86,0,73.22
57.93,24.01,75.99,8.76,2.8,49.78,50.22,1,78.96
49.56,17.35,82.65,4.57,3.73,51.16,48.84,0,74.78
52.39,19.86,80.14,5.48,2.96,50.83,49.17,0,76.2
52.37,19.76,80.24,4.5,4.32,51.52,48.48,0,76.19
43.94,18.19,81.81,0.37,3.99,54.84,45.16,0,71.97
41.96,19.96,80.04,0.38,2.23,55.49,44.51,0,70.98
59.87,22.18,77.82,3.36,0.59,50.73,49.27,0,79.93
57.52,23.64,76.36,2.11,0.9,52.31,47.69,0,78.76
40.16,23.54,76.46,7.24,3.63,53.85,46.15,0,70.08
43.77,22.61,77.39,7.12,2.66,52.66,47.34,0,71.89
40.08,21.4,78.6,5.95,4.93,54.17,45.83,0,70.04
40.03,22.94,77.06,6.49,1.42,53.61,46.39,0,70.01
57.99,19.21,80.79,0.35,3.06,51.78,48.22,0,78.99
46.93,18.99,81.01,7.91,0.79,50.1,49.9,0,73.46
48.23,19.43,80.57,7.15,4.36,51.05,48.95,0,74.12
48.71,16.68,83.32,3.25,3.52,51.72,48.28,0,74.35
59.88,22.98,77.02,2.15,3.03,52.02,47.98,0,79.94
56.42,16.76,83.24,6.93,4.02,48.47,51.53,1,78.21
49.57,24.56,75.44,3.01,3.88,54.31,45.69,0,74.79
40.66,17.99,82.01,8.41,3.57,51.54,48.46,0,70.33
46.44,20.54,79.46,5.05,2.16,52.34,47.66,0,73.22
53.47,22.17,77.83,9.74,3.85,49.64,50.36,1,76.74
50.47,21.0,79.0,7.51,0.53,50.18,49.82,0,75.23
57.07,24.72,75.28,8.31,1.5,50.13,49.87,0,78.54
42.12,17.56,82.44,0.3,2.09,54.75,45.25,0,71.06
55.31,23.07,76.93,6.33,1.62,50.75,49.25,0,77.66
59.85,19.03,80.97,4.29,1.52,49.33,50.67,1,79.92
41.31,19.94,80.06,0.08,1.73,55.7,44.3,0,70.65
54.87,19.34,80.66,6.47,0.29,49.18,50.82,1,77.44
44.93,21.34,78.66,3.2,0.56,53.49,46.51,0,72.47
48.71,18.26,81.74,7.4,3.38,50.25,49.75,0,74.35
41.35,19.57,80.43,2.29,2.11,54.56,45.44,0,70.68
42.75,22.13,77.87,8.39,0.46,51.64,48.36,0,71.38
56.77,17.26,82.74,3.05,4.63,50.43,49.57,0,78.39
57.46,15.19,84.81,6.28,4.5,48.06,51.94,1,78.73
51.72,21.26,78.74,3.51,4.71,52.7,47.3,0,75.86
50.64,23.74,76.26,6.42,0.72,51.61,48.39,0,75.32
48.66,19.92,80.08,0.8,1.92,53.62,46.38,0,74.33
41.3,20.79,79.21,7.58,2.7,52.43,47.57,0,70.65
59.07,17.34,82.66,5.68,4.1,48.72,51.28,1,79.53
40.2,24.93,75.07,7.5,2.56,53.88,46.12,0,70.1
53.07,17.41,82.59,3.53,3.56,50.85,49.15,0,76.54
55.81,16.25,83.75,6.88,0.35,47.73,52.27,1,77.9
54.67,24.9,75.1,7.57,1.96,51.01,48.99,0,77.34
59.37,17.82,82.18,6.23,3.5,48.48,51.52,1,79.69
47.47,16.84,83.16,6.74,1.79,50.05,49.95,0,73.73
46.02,17.82,82.18,2.43,3.23,53.05,46.95,0,73.01
43.49,16.1,83.9,1.18,0.25,53.14,46.86,0,71.75
53.03,22.57,77.43,7.21,2.3,50.72,49.28,0,76.52
50.39,16.11,83.89,0.48,0.05,51.73,48.27,0,75.19
50.34,22.54,77.46,0.74,3.0,54.36,45.64,0,75.17
58.07,23.35,76.65,8.24,2.56,49.7,50.3,1,79.03
41.34,15.14,84.86,5.78,3.06,51.74,48.26,0,70.67
43.33,23.89,76.11,2.47,2.65,55.41,44.59,0,71.66
53.0,19.02,80.98,9.98,0.29,47.83,52.17,1,76.5
50.65,24.5,75.5,2.77,4.85,54.38,45.62,0,75.32
57.78,16.5,83.5,5.49,1.64,48.28,51.72,1,78.89
49.19,17.98,82.02,1.93,3.64,52.67,47.33,0,74.59
57.88,21.59,78.41,7.06,2.08,49.52,50.48,1,78.94
43.8,20.74,79.26,5.05,1.0,52.74,47.26,0,71.9
45.78,22.29,77.71,4.64,2.48,53.3,46.7,0,72.89
54.17,21.63,78.37,1.18,3.35,53.12,46.88,0,77.08
45.98,18.65,81.35,2.04,3.74,53.61,46.39,0,72.99
43.56,19.64,80.36,1.05,3.09,54.86,45.14,0,71.78
41.28,17.22,82.78,9.38,2.42,50.44,49.56,0,70.64
45.14,19.93,80.07,6.57,3.11,51.9,48.1,0,72.57
55.93,21.73,78.27,3.36,3.23,51.8,48.2,0,77.97
49.87,24.54,75.46,2.4,2.03,54.16,45.84,0,74.94
54.8,18.74,81.26,0.86,2.88,52.02,47.98,0,77.4
59.91,23.0,77.0,6.75,3.16,50.03,49.97,0,79.96
54.04,20.45,79.55,3.48,3.32,51.68,48.32,0,77.02
52.36,23.14,76.86,4.01,4.95,53.03,46.97,0,76.18
55.13,21.65,78.35,3.35,3.66,52.01,47.99,0,77.56
53.51,22.97,77.03,9.38,4.41,50.19,49.81,0,76.75
56.51,22.01,77.99,6.16,2.66,50.43,49.57,0,78.26
47.05,21.52,78.48,3.88,0.97,52.84,47.16,0,73.52
51.71,16.31,83.69,1.91,4.81,51.77,48.23,0,75.85
59.33,17.5,82.5,9.62,1.08,46.43,53.57,1,79.67
40.05,15.51,84.49,8.12,4.43,51.31,48.69,0,70.02
51.38,20.92,79.08,6.69,3.77,51.0,49.0,0,75.69
42.74,18.42,81.58,3.68,4.2,53.63,46.37,0,71.37
52.22,18.69,81.31,7.9,4.54,49.66,50.34,1,76.11
43.83,22.69,77.31,8.98,4.71,52.2,47.8,0,71.91
48.97,15.58,84.42,8.71,1.42,48.3,51.7,1,74.48
46.64,18.71,81.29,1.59,1.16,53.16,46.84,0,73.32
50.29,15.5,84.5,0.45,2.48,52.05,47.95,0,75.15
43.65,19.7,80.3,7.53,4.35,51.95,48.05,0,71.83
44.13,18.23,81.77,1.8,3.9,54.08,45.92,0,72.07
55.23,15.34,84.66,1.13,2.99,50.62,49.38,0,77.61
58.87,16.77,83.23,7.73,1.86,47.22,52.78,1,79.44
41.51,15.03,84.97,3.86,2.31,52.46,47.54,0,70.75
44.87,15.81,84.19,7.67,2.12,49.95,50.05,1,72.44
44.24,17.13,82.87,3.12,4.51,53.21,46.79,0,72.12
43.22,21.4,78.6,9.63,1.56,50.95,49.05,0,71.61
58.84,17.86,82.14,3.01,4.37,50.19,49.81,0,79.42
59.04,19.3,80.7,0.6,1.56,51.21,48.79,0,79.52
58.22,18.95,81.05,6.0,3.58,49.24,50.76,1,79.11
47.12,19.14,80.86,1.76,0.62,53.0,47.0,0,73.56
47.91,22.32,77.68,6.27,3.9,52.38,47.62,0,73.95
58.87,18.43,81.57,0.62,3.11,51.21,48.79,0,79.43
58.51,22.58,77.42,8.54,2.8,49.25,50.75,1,79.26
43.97,18.82,81.18,1.14,1.97,54.23,45.77,0,71.99
46.31,19.12,80.88,1.25,2.57,53.82,46.18,0,73.16
57.28,19.5,80.5,9.55,0.12,47.38,52.62,1,78.64
55.04,21.52,78.48,6.94,3.61,50.35,49.65,0,77.52
51.16,24.53,75.47,4.98,4.48,53.19,46.81,0,75.58
54.11,15.02,84.98,4.05,4.25,49.69,50.31,1,77.05
47.17,23.27,76.73,1.49,3.82,55.09,44.91,0,73.59
48.36,19.93,80.07,2.9,2.55,52.82,47.18,0,74.18
55.67,17.48,82.52,2.51,3.56,50.77,49.23,0,77.84
45.39,23.36,76.64,0.8,0.43,55.14,44.86,0,72.7
58.19,18.56,81.44,4.37,0.28,49.2,50.8,1,79.09
51.55,22.28,77.72,6.82,0.1,50.64,49.36,0,75.78
53.6,22.45,77.55,7.13,4.34,51.0,49.0,0,76.8
50.13,21.9,78.1,1.1,1.01,53.63,46.37,0,75.06
42.29,23.31,76.69,2.62,0.34,54.9,45.1,0,71.15
43.86,17.15,82.85,2.87,1.8,52.86,47.14,0,71.93
49.78,18.83,81.17,5.02,4.16,51.48,48.52,0,74.89
45.21,22.28,77.72,5.32,0.26,52.63,47.37,0,72.61
50.07,17.02,82.98,1.1,1.77,52.16,47.84,0,75.03
53.03,20.62,79.38,9.27,3.12,49.26,50.74,1,76.51
